Cassel,Nord Pas de Calais,50.78776149,2.46003248
Cassis,Provence-Alpes-CA,43.23399268,5.55315797
Castelnaudary,Languedoc-Roussillon,43.31206294,1.95009626
Castelnau-d'Estrétefonds,Midi-Pyrénées,43.78615762,1.34155376
Castelsarrasin,Midi-Pyrénées,44.04022037,1.11450109
Castillon,Aquitaine,44.85715501,-0.0406939
Castres (Tarn),Midi-Pyrénées,43.59916362,2.2312219
Cattenières,Nord Pas de Calais,50.12811399,3.33372154
Caudéran-Mérignac,Aquitaine,44.84295156,-0.62752922
Caudrot,Aquitaine,44.58045297,-0.14468708
Caudry,Nord Pas de Calais,50.11137507,3.4096252
Caulnes,Bretagne,48.28436309,-2.15579957
Caussade (Tarn-et-Garonne),Midi-Pyrénées,44.16231237,1.5334578
Cavaillon,Provence-Alpes-CA,43.83470168,5.04373989
Cavignac,Aquitaine,45.10417933,-0.3813655
Cazères-sur-Garonne,Midi-Pyrénées,43.21290316,1.08277616
Ceilhes-Roqueredonde,Languedoc-Roussillon,43.81064802,3.15888056
Ceintrey,Lorraine,48.52469742,6.15727397
Cenon,Aquitaine,44.85599132,-0.53356499
Cerbère,Languedoc-Roussillon,42.44277099,3.16552831
Cercottes,Centre,47.98716359,1.88469941
Cercy-la-Tour,Bourgogne,46.85780678,3.64500369
Cérences,Basse-Normandie,48.92012853,-1.4274344
Cergy-le-Haut,Ile de France,49.04766222,2.01078143
Cergy-Préfecture,Ile de France,49.03665236,2.07964728
Cergy-St-Christophe,Ile de France,49.04985392,2.03347574
Cerizay,Poitou-Charentes,46.81731703,-0.66747795
Cernay (Haut-Rhin),Alsace,47.80170774,7.17393704
